Category,Name,Image URL
CHIBI MARUKO-CHAN,Chibi Maruko-Chan's Interesting Life Series,"https://prod-america-res.popmart.com/default/01_aapBX8HW0p_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
CASPER,Casper × Trevor Andrew Series,"https://prod-america-res.popmart.com/default/06_koL4F3Bxac_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
HACIPUPU,HACIPUPU My Little Hero Series Figures,"https://prod-america-res.popmart.com/default/09_OOciENeUcr_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
MINIONS,Minions At Work Series Figures,"https://prod-america-res.popmart.com/default/08_nlpcbMCa6C_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
PINO JELLY,PINO JELLY Taste ＆ Personality Quiz Series Figures,"https://prod-america-res.popmart.com/default/01_T5wWIEyv6u_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
SPONGEBOB,SpongeBob Sightseeing Car Series Vehicles,"https://prod-america-res.popmart.com/default/2_HX1Sghw3I8_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
DC,DC Gotham City Series,"https://prod-america-res.popmart.com/default/2_0ZdisqOV49_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
ZSIGA,Zsiga We're So Cute Series Figures,"https://prod-america-res.popmart.com/default/06_8ZZd3pYwoF_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
FLABJACKS,FLABJACKS Banana Boo Fantastic Galactic Series,"https://prod-america-res.popmart.com/default/05_IBM2gerXdo_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
AZURA,AZURA Spring Fantasy Series,"https://prod-america-res.popmart.com/default/09_lJb3h71kfW_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
LAST CHANCE TO BUY,Flying DongDong I Love Ice Cream Series,"https://prod-america-res.popmart.com/default/20240320_105531_573337__1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
YOKI,YOKI Travel Round The World Series,"https://prod-america-res.popmart.com/default/03_2tB3zJI1mJ_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
NORI,Hello NORI Series,"https://prod-america-res.popmart.com/default/1_rIzCDe3m4F_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
BOBO & COCO,BOBO & COCO A Little Store Series,"https://prod-america-res.popmart.com/default/09_azhruvw5qg_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
SKULLPANDA,SKULLPANDA Laid Back Tomorrow Series,"https://prod-america-res.popmart.com/default/7_04SY9Iy1E2_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
MINICO,MINICO My Toy Party Series,"https://prod-america-res.popmart.com/default/06_JxWWUaXtU1_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
SWEET BEAN,Sweet Bean Supermarket Series 2,"https://prod-america-res.popmart.com/default/03_soBlTEA49f_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
MOLLY,MOLLY Cooking Series,"https://prod-america-res.popmart.com/default/7_gVFacSy7yO_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
SPONGEBOB,SpongeBob Picnic Party Series Prop,"https://prod-america-res.popmart.com/default/9_gDtKLs1ivG_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
AZURA,AZURA Wardrobe Series,"https://prod-america-res.popmart.com/default/7_8ddy9J4Akf_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
SKULLPANDA,SKULLPANDA The Mare of Animals Series,"https://prod-america-res.popmart.com/default/3_XQ39gwHWlI_1200x1200.jpg?x-oss-process=image/resize,p_40,format,webp,format,webp"
